id,value,location,kills,health,title
1,1943,S002,0,f,
2,1943,S002,0,m,
3,1943,S002,1,p,
4,1943,S002,3,s,
5,1945,S004,6,f,
6,1945,S004,1,m,
7,1945,S004,4,p,
8,1945,S004,8,s,
9,1946,S006,2,f,
10,1946,S006,0,m,
11,1946,S006,0,p,
12,1946,S006,0,s,
13,1946,S007,2,f,
14,1946,S007,1,m,
15,1946,S007,0,p,
16,1946,S007,1,s,
17,1946,S008,0,f,
18,1946,S008,1,m,
19,1946,S008,1,p,
20,1946,S008,2,s,
21,1946,S009,0,f,
22,1946,S009,0,m,
23,1946,S009,1,p,
24,1946,S009,1,s,
25,1946,S010,1,f,
26,1946,S010,1,m,
27,1946,S010,0,p,
28,1946,S010,1,s,
29,1946,S011,3,f,
30,1946,S011,0,m,
31,1946,S011,0,p,
32,1946,S011,1,s,
33,1946,S012,0,f,
34,1946,S012,1,m,
35,1946,S012,1,p,
36,1946,S012,0,s,
37,1946,S013,3,f,
38,1946,S013,0,m,
39,1946,S013,1,p,
40,1946,S013,1,s,
41,1947,S014,0,f,
42,1947,S014,0,m,
43,1947,S014,0,p,
44,1947,S014,1,s,
45,1947,S015,3,f,
46,1947,S015,0,m,
47,1947,S015,0,p,
48,1947,S015,0,s,
49,1947,S016,1,f,
50,1947,S016,0,m,
51,1947,S016,2,p,
52,1947,S016,1,s,
53,1947,S017,0,f,
54,1947,S017,1,m,
55,1947,S017,0,p,
56,1947,S017,0,s,
57,1947,S018,4,f,
58,1947,S018,0,m,
59,1947,S018,0,p,
60,1947,S018,0,s,
61,1947,S019,3,f,
62,1947,S019,0,m,
63,1947,S019,1,p,
64,1947,S019,0,s,
65,1947,S020,0,f,
66,1947,S020,0,m,
67,1947,S020,0,p,
68,1947,S020,1,s,
69,1947,S021,0,f,
70,1947,S021,0,m,
71,1947,S021,1,p,
72,1947,S021,1,s,
73,1947,S022,0,f,
74,1947,S022,0,m,
75,1947,S022,1,p,
76,1947,S022,1,s,
77,1948,S023,2,f,
78,1948,S023,1,m,
79,1948,S023,1,p,
80,1948,S023,0,s,
81,1948,S024,0,f,
82,1948,S024,0,m,
83,1948,S024,0,p,
84,1948,S024,1,s,
85,1948,S025,2,f,
86,1948,S025,0,m,
87,1948,S025,1,p,
88,1948,S025,3,s,
89,1948,S026,2,f,
90,1948,S026,0,m,
91,1948,S026,0,p,
92,1948,S026,0,s,
93,1948,S028,0,f,
94,1948,S028,0,m,
95,1948,S028,1,p,
96,1948,S028,0,s,
97,1948,S029,1,f,
98,1948,S029,0,m,
99,1948,S029,0,p,
100,1948,S029,0,s,
101,1948,S030,1,f,
102,1948,S030,0,m,
103,1948,S030,0,p,
104,1948,S030,0,s,
105,1948,S031,0,f,
106,1948,S031,0,m,
107,1948,S031,1,p,
108,1948,S031,1,s,
109,1948,S032,2,f,
110,1948,S032,0,m,
111,1948,S032,2,p,
112,1948,S032,0,s,
113,1948,S033,0,f,
114,1948,S033,0,m,
115,1948,S033,0,p,
116,1948,S033,2,s,
117,1948,S034,3,f,
118,1948,S034,0,m,
119,1948,S034,0,p,
120,1948,S034,0,s,
121,1949,S035,2,f,
122,1949,S035,0,m,
123,1949,S035,1,p,
124,1949,S035,1,s,
125,1949,S036,1,f,
126,1949,S036,0,m,
127,1949,S036,1,p,
128,1949,S036,2,s,
129,1949,S037,1,f,
130,1949,S037,0,m,
131,1949,S037,0,p,
132,1949,S037,0,s,
133,1949,S038,0,f,
134,1949,S038,0,m,
135,1949,S038,0,p,
136,1949,S038,3,s,
137,1949,S039,1,f,
138,1949,S039,1,m,
139,1949,S039,0,p,
140,1949,S039,1,s,
141,1949,S041,0,f,
142,1949,S041,0,m,
143,1949,S041,1,p,
144,1949,S041,0,s,
145,1949,S043,2,f,
146,1949,S043,0,m,
147,1949,S043,0,p,
148,1949,S043,1,s,
149,1950,S044,2,f,
150,1950,S044,0,m,
151,1950,S044,0,p,
152,1950,S044,0,s,
153,1950,S045,1,f,
154,1950,S045,1,m,
155,1950,S045,0,p,
156,1950,S045,0,s,
157,1950,S046,1,f,
158,1950,S046,0,m,
159,1950,S046,1,p,
160,1950,S046,2,s,
161,1950,S047,0,f,
162,1950,S047,0,m,
163,1950,S047,1,p,
164,1950,S047,0,s,
165,1950,S048,2,f,
166,1950,S048,1,m,
167,1950,S048,0,p,
168,1950,S048,1,s,
169,1951,S049,1,f,
170,1951,S049,1,m,
171,1951,S049,0,p,
172,1951,S049,1,s,
173,1951,S050,7,f,
174,1951,S050,0,m,
175,1951,S050,0,p,
176,1951,S050,1,s,
177,1952,S052,3,f,
178,1952,S052,0,m,
179,1952,S052,1,p,
180,1952,S052,0,s,
181,1952,S053,0,f,
182,1952,S053,1,m,
183,1952,S053,1,p,
184,1952,S053,1,s,
185,1952,S054,6,f,
186,1952,S054,1,m,
187,1952,S054,0,p,
188,1952,S054,9,s,
189,1952,S055,1,f,
190,1952,S055,0,m,
191,1952,S055,0,p,
192,1952,S055,1,s,
193,1952,S056,2,f,
194,1952,S056,0,m,
195,1952,S056,0,p,
196,1952,S056,0,s,
197,1952,S057,2,f,
198,1952,S057,0,m,
199,1952,S057,0,p,
200,1952,S057,0,s,
201,1952,S059,4,f,
202,1952,S059,1,m,
203,1952,S059,0,p,
204,1952,S059,0,s,
205,1953,S060,2,f,
206,1953,S060,0,m,
207,1953,S060,2,p,
208,1953,S060,0,s,
209,1953,S061,0,f,
210,1953,S061,0,m,
211,1953,S061,1,p,
212,1953,S061,0,s,
213,1953,S063,4,f,
214,1953,S063,1,m,
215,1953,S063,2,p,
216,1953,S063,0,s,
217,1953,S064,2,f,
218,1953,S064,1,m,
219,1953,S064,1,p,
220,1953,S064,1,s,
221,1953,S065,6,f,
222,1953,S065,2,m,
223,1953,S065,3,p,
224,1953,S065,4,s,
225,1953,S066,1,f,
226,1953,S066,0,m,
227,1953,S066,0,p,
228,1953,S066,1,s,
229,1949,S067,4,f,
230,1949,S067,1,m,
231,1949,S067,3,p,
232,1949,S067,6,s,
233,1953,S068,2,f,
234,1953,S068,1,m,
235,1953,S068,0,p,
236,1953,S068,2,s,
237,1953,S069,1,f,
238,1953,S069,0,m,
239,1953,S069,1,p,
240,1953,S069,0,s,
241,1953,S070,0,f,
242,1953,S070,1,m,
243,1953,S070,1,p,
244,1953,S070,1,s,
245,1954,S071,1,f,
246,1954,S071,0,m,
247,1954,S071,0,p,
248,1954,S071,1,s,
249,1954,S072,5,f,
250,1954,S072,0,m,
251,1954,S072,1,p,
252,1954,S072,4,s,
253,1954,S073,3,f,
254,1954,S073,0,m,
255,1954,S073,1,p,
256,1954,S073,1,s,
257,1954,S074,0,f,
258,1954,S074,0,m,
259,1954,S074,1,p,
260,1954,S074,0,s,
261,1954,S077,1,f,
262,1954,S077,0,m,
263,1954,S077,3,p,
264,1954,S077,0,s,
265,1954,S078,0,f,
266,1954,S078,0,m,
267,1954,S078,0,p,
268,1954,S078,1,s,
269,1954,S080,0,f,
270,1954,S080,0,m,
271,1954,S080,1,p,
272,1954,S080,0,s,
273,1954,S081,0,f,
274,1954,S081,0,m,
275,1954,S081,1,p,
276,1954,S081,1,s,
277,1954,S082,1,f,
278,1954,S082,0,m,
279,1954,S082,0,p,
280,1954,S082,0,s,
281,1954,S083,2,f,
282,1954,S083,0,m,
283,1954,S083,1,p,
284,1954,S083,1,s,
285,1955,S084,3,f,
286,1955,S084,0,m,
287,1955,S084,1,p,
288,1955,S084,6,s,
289,1956,S085,0,f,
290,1956,S085,0,m,
291,1956,S085,0,p,
292,1956,S085,4,s,
293,1957,S086,3,f,
294,1957,S086,0,m,
295,1957,S086,0,p,
296,1957,S086,2,s,
297,1957,S088,14,f,
298,1957,S088,2,m,
299,1957,S088,12,p,
300,1957,S088,20,s,
301,1958,S089,0,f,
302,1958,S089,1,m,
303,1958,S089,0,p,
304,1958,S089,2,s,
305,1958,S091,2,f,
306,1958,S091,1,m,
307,1958,S091,0,p,
308,1958,S091,2,s,
309,1958,S092,3,f,
310,1958,S092,0,m,
311,1958,S092,2,p,
312,1958,S092,1,s,
313,1958,S093,5,f,
314,1958,S093,0,m,
315,1958,S093,2,p,
316,1958,S093,2,s,
317,1958,S094,6,f,
318,1958,S094,0,m,
319,1958,S094,2,p,
320,1958,S094,5,s,
321,1958,S095,12,f,
322,1958,S095,3,m,
323,1958,S095,10,p,
324,1958,S095,12,s,
325,1958,S096,4,f,
326,1958,S096,0,m,
327,1958,S096,0,p,
328,1958,S096,7,s,
329,1958,S097,11,f,
330,1958,S097,0,m,
331,1958,S097,2,p,
332,1958,S097,4,s,
333,1958,S098,3,f,
334,1958,S098,0,m,
335,1958,S098,1,p,
336,1958,S098,2,s,
337,1958,S099,8,f,
338,1958,S099,0,m,
339,1958,S099,0,p,
340,1958,S099,4,s,
341,1958,S100,2,f,
342,1958,S100,0,m,
343,1958,S100,2,p,
344,1958,S100,1,s,
345,1958,S101,1,f,
346,1958,S101,1,m,
347,1958,S101,1,p,
348,1958,S101,3,s,
349,1958,S102,3,f,
350,1958,S102,0,m,
351,1958,S102,0,p,
352,1958,S102,0,s,
353,1958,S103,1,f,
354,1958,S103,2,m,
355,1958,S103,1,p,
356,1958,S103,1,s,
357,1958,S104,4,f,
358,1958,S104,0,m,
359,1958,S104,0,p,
360,1958,S104,2,s,
361,1959,S105,0,f,
362,1959,S105,1,m,
363,1959,S105,1,p,
364,1959,S105,4,s,
365,1963,S108,1,f,
366,1963,S108,0,m,
367,1963,S108,1,p,
368,1963,S108,1,s,
369,1963,S109,0,f,
370,1963,S109,0,m,
371,1963,S109,2,p,
372,1963,S109,1,s,
373,1963,S110,0,f,
374,1963,S110,1,m,
375,1963,S110,2,p,
376,1963,S110,1,s,
377,1963,S111,0,f,
378,1963,S111,0,m,
379,1963,S111,3,p,
380,1963,S111,0,s,
381,1963,S112,0,f,
382,1963,S112,0,m,
383,1963,S112,1,p,
384,1963,S112,1,s,
385,1963,S113,0,f,
386,1963,S113,1,m,
387,1963,S113,2,p,
388,1963,S113,0,s,
389,1963,S114,6,f,
390,1963,S114,1,m,
391,1963,S114,5,p,
392,1963,S114,3,s,
393,1963,S115,2,f,
394,1963,S115,2,m,
395,1963,S115,0,p,
396,1963,S115,1,s,
397,1963,S116,1,f,
398,1963,S116,0,m,
399,1963,S116,1,p,
400,1963,S116,0,s,
401,1963,S117,1,f,
402,1963,S117,0,m,
403,1963,S117,0,p,
404,1963,S117,2,s,
405,1964,S118,4,f,
406,1964,S118,0,m,
407,1964,S118,3,p,
408,1964,S118,3,s,
409,1964,S119,1,f,
410,1964,S119,0,m,
411,1964,S119,1,p,
412,1964,S119,2,s,
413,1964,S120,1,f,
414,1964,S120,0,m,
415,1964,S120,1,p,
416,1964,S120,1,s,
417,1964,S121,0,f,
418,1964,S121,0,m,
419,1964,S121,1,p,
420,1964,S121,3,s,
421,1965,S122,3,f,
422,1965,S122,0,m,
423,1965,S122,1,p,
424,1965,S122,0,s,
425,1965,S124,0,f,
426,1965,S124,0,m,
427,1965,S124,1,p,
428,1965,S124,2,s,
429,1965,S126,3,f,
430,1965,S126,1,m,
431,1965,S126,0,p,
432,1965,S126,0,s,
433,1965,S128,0,f,
434,1965,S128,0,m,
435,1965,S128,2,p,
436,1965,S128,3,s,
437,1965,S129,0,f,
438,1965,S129,0,m,
439,1965,S129,3,p,
440,1965,S129,0,s,
441,1965,S130,2,f,
442,1965,S130,3,m,
443,1965,S130,4,p,
444,1965,S130,2,s,
445,1965,S131,2,f,
446,1965,S131,2,m,
447,1965,S131,0,p,
448,1965,S131,0,s,
449,1965,S132,3,f,
450,1965,S132,1,m,
451,1965,S132,5,p,
452,1965,S132,6,s,
453,1975,S160,1,f,
454,1975,S160,0,m,
455,1975,S160,0,p,
456,1975,S160,0,s,
457,1975,S162,0,f,
458,1975,S162,0,m,
459,1975,S162,0,p,
460,1975,S162,1,s,
461,1975,S163,0,f,
462,1975,S163,0,m,
463,1975,S163,2,p,
464,1975,S163,0,s,
465,1975,S164,3,f,
466,1975,S164,0,m,
467,1975,S164,1,p,
468,1975,S164,0,s,
469,1976,S166,0,f,
470,1976,S166,1,m,
471,1976,S166,0,p,
472,1976,S166,2,s,
473,1976,S168,1,f,
474,1976,S168,0,m,
475,1976,S168,3,p,
476,1976,S168,0,s,
477,1977,S170,2,f,
478,1977,S170,0,m,
479,1977,S170,0,p,
480,1977,S170,0,s,
481,1977,S172,2,f,
482,1977,S172,0,m,
483,1977,S172,0,p,
484,1977,S172,2,s,
485,1980,S178,0,f,
486,1980,S178,0,m,
487,1980,S178,0,p,
488,1980,S178,1,s,
489,1981,S182,0,f,
490,1981,S182,1,m,
491,1981,S182,1,p,
492,1981,S182,0,s,
493,1982,S184,3,f,
494,1982,S184,0,m,
495,1982,S184,1,p,
496,1982,S184,0,s,
497,1982,S186,0,f,
498,1982,S186,0,m,
499,1982,S186,1,p,
500,1982,S186,0,s,
501,1982,S187,2,f,
502,1982,S187,0,m,
503,1982,S187,1,p,
504,1982,S187,0,s,
505,1983,S190,0,f,
506,1983,S190,1,m,
507,1983,S190,2,p,
508,1983,S190,2,s,
509,1983,S191,3,f,
510,1983,S191,1,m,
511,1983,S191,0,p,
512,1983,S191,0,s,
513,1983,S193,1,f,
514,1983,S193,0,m,
515,1983,S193,0,p,
516,1983,S193,2,s,
517,1983,S194,1,f,
518,1983,S194,0,m,
519,1983,S194,0,p,
520,1983,S194,1,s,
521,1983,S195,1,f,
522,1983,S195,2,m,
523,1983,S195,0,p,
524,1983,S195,2,s,
525,1983,S196,0,f,
526,1983,S196,1,m,
527,1983,S196,3,p,
528,1983,S196,1,s,
529,1983,S197,0,f,
530,1983,S197,0,m,
531,1983,S197,0,p,
532,1983,S197,5,s,
533,1983,S198,3,f,
534,1983,S198,1,m,
535,1983,S198,0,p,
536,1983,S198,3,s,
537,1983,S199,0,f,
538,1983,S199,0,m,
539,1983,S199,0,p,
540,1983,S199,2,s,
541,1983,S200,4,f,
542,1983,S200,0,m,
543,1983,S200,2,p,
544,1983,S200,1,s,